City,State,"American Indian- and Alaska Native-owned firms, percent, 2007  ","Mean travel time to work (minutes), workers age 16+, 2006-2010  ","Manufacturers shipments, 2007 ($1000)  ","Persons under 18 years, percent, 2010  ","Persons below poverty level, percent, 2006-2010  ","Foreign born persons, percent,  2006-2010  ","Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007  ","Bachelor's degree or higher, pct of persons age 25+, 2006-2010  ","Asian persons, percent, 2010 (a)  ","Persons 65 years and over, percent,  2010  ","Hispanic-owned firms, percent, 2007  ","Population, 2010  ","Persons reporting two or more races, percent, 2010  ","Total number of firms, 2007  ","Homeownership rate, 2006-2010  ","Persons under 5 years, percent, 2010  ","Persons per household, 2006-2010  ",FIPS Code  ,"Households, 2006-2010  ","Housing units in multi-unit structures, percent, 2006-2010  ","Persons per square mile, 2010  ","Merchant wholesaler sales, 2007 ($1000)  ","Women-owned firms, percent, 2007  ","American Indian and Alaska Native persons, percent, 2010 (a)  ","Asian-owned firms, percent, 2007  ","Persons of Hispanic or Latino origin, percent, 2010 (b)  ","Retail sales, 2007 ($1000)  ","Black-owned firms, percent, 2007  ","Black persons, percent, 2010 (a)  ","Housing units, 2010  ","White persons, percent, 2010 (a)  ","Population, 2000  ","Retail sales per capita, 2007  ","White persons not Hispanic, percent, 2010  ","Population, 2011 estimate  ","Median value of owner-occupied housing units, 2006-2010  ","Language other than English spoken at home, pct age 5+, 2006-2010  ","Living in same house 1 year &amp; over, 2006-2010  ","Population, percent change, 2000 to 2010  ","Land area in square miles, 2010  ","Native Hawaiian and Other Pacific Islander, percent, 2010 (a)  ",Per capita money income in past 12 months (2010 dollars) 2006-2010  ,"Female persons, percent, 2010  ","Accommodation and food services sales, 2007 ($1000)  ","High school graduates, percent of persons age 25+, 2006-2010  ",Median household income 2006-2010  
Cedar Rapids ,Iowa,F,16.6,6894324000,0.235,0.12,0.034,S,0.293,0.022,0.131,0.009,"126,326",0.029,"10,284",0.693,0.067,2.29,12000,"53,376",0.293,"1,784.30",1974431000,0.251,0.003,S,0.033,2774578000,0.008,0.056,"57,217",0.88,"120,758","$21,997 ",0.86,NA,"$125,900 ",0.056,0.797,0.046,70.8,0.001,"$27,167 ",0.509,299095000,0.925,"$49,298 "
Keokuk ,Iowa,F,15.1,843074000,0.244,0.217,0.009,F,0.123,0.008,0.174,F,"10,780",0.028,845,0.659,0.073,2.42,40845,"4,393",0.243,"1,180.30",36084000,S,0.002,F,0.018,179485000,F,0.04,"5,071",0.919,"11,427","$17,104 ",0.908,NA,"$61,700 ",0.024,0.793,-0.057,9.13,Z,"$17,938 ",0.523,17957000,0.821,"$34,185 "
Sioux Center ,Iowa,F,10.8,248529000,0.244,0.083,0.069,F,0.291,0.012,0.13,F,"7,048",0.01,846,0.737,0.077,2.69,73290,"2,242",0.18,"1,116.20",265744000,S,0.003,F,0.131,164197000,F,0.004,"2,306",0.916,"6,002","$25,296 ",0.846,NA,"$153,200 ",0.1,0.814,0.174,6.31,Z,"$23,060 ",0.506,9066000,0.857,"$55,625 "
Washington ,Iowa,F,18.4,NA,0.238,0.164,0.055,F,0.23,0.005,0.211,S,"7,266",0.026,941,0.706,0.062,2.31,82335,"3,062",0.215,"1,478.00",38953000,0.139,0.002,F,0.107,106055000,F,0.014,"3,301",0.925,"7,047","$14,808 ",0.86,NA,"$100,800 ",0.122,0.83,0.031,4.92,0.002,"$24,899 ",0.519,D,0.898,"$46,566 "
Clinton ,Iowa,F,15.4,3532751000,0.231,0.152,0.019,F,0.153,0.007,0.171,F,"26,885",0.025,"1,855",0.695,0.066,2.37,14430,"11,113",0.237,764.8,66179000,0.253,0.004,F,0.033,470928000,F,0.043,"12,202",0.91,"27,772","$17,700 ",0.893,NA,"$90,400 ",0.028,0.842,-0.032,35.15,Z,"$21,700 ",0.515,45451000,0.874,"$40,352 "
Le Mars ,Iowa,F,14.2,D,0.259,0.04,0.021,F,0.195,0.007,0.168,F,"9,826",0.013,807,0.762,0.07,2.44,44400,"3,950",0.201,"1,097.00",79169000,S,0.003,F,0.054,167360000,F,0.005,"4,220",0.942,"9,237","$18,287 ",0.921,NA,"$119,000 ",0.047,0.813,0.064,8.96,Z,"$26,077 ",0.516,17933000,0.895,"$51,121 "
Sheldon ,Iowa,F,11.3,NA,0.231,0.067,0.035,F,0.221,0.011,0.186,F,"5,188",0.008,F,0.719,0.066,2.15,72390,"2,348",0.194,"1,153.90",NA,F,Z,F,0.065,NA,F,0.006,"2,365",0.937,"4,914",NA,0.913,NA,"$106,300 ",0.055,0.753,0.056,4.5,Z,"$28,453 ",0.493,NA,0.887,"$40,761 "
Maquoketa ,Iowa,F,16.8,167701000,0.244,0.165,0.006,F,0.13,0.003,0.193,F,"6,141",0.017,642,0.698,0.065,2.22,49215,"2,674",0.227,"1,416.90",D,0.288,0.004,F,0.018,145788000,F,0.007,"2,856",0.95,"6,112","$24,790 ",0.942,NA,"$75,300 ",0.016,0.851,0.005,4.33,0.013,"$18,580 ",0.528,7074000,0.85,"$29,970 "
Manchester ,Iowa,F,16,NA,0.249,0.106,0,F,0.166,0.004,0.201,F,"5,179",0.008,F,0.72,0.074,2.23,48810,"2,289",0.184,"1,107.30",NA,F,0.003,F,0.009,NA,F,0.006,"2,341",0.977,"5,257",NA,0.97,NA,"$96,900 ",0.014,0.872,-0.015,4.68,Z,"$20,573 ",0.526,NA,0.924,"$42,036 "
Fort Dodge ,Iowa,F,13.3,D,0.218,0.162,0.03,F,0.198,0.008,0.162,F,"25,206",0.022,"1,934",0.636,0.061,2.26,28515,"10,765",0.253,"1,570.30",189700000,S,0.004,F,0.05,531736000,F,0.055,"11,215",0.897,"25,136","$21,133 ",0.866,NA,"$81,900 ",0.051,0.855,0.003,16.05,Z,"$21,464 ",0.487,58697000,0.871,"$37,923 "
Waukee ,Iowa,F,21,NA,0.32,0.028,0.032,F,0.508,0.026,0.08,F,"13,790",0.011,"1,188",0.871,0.104,2.58,82695,"4,767",0.181,"1,063.10",70717000,0.251,0.002,S,0.03,178562000,F,0.013,"5,378",0.939,"5,126","$14,831 ",0.92,NA,"$183,900 ",0.039,0.881,1.69,12.97,0.001,"$34,703 ",0.514,6851000,0.948,"$74,413 "
Abilene ,Kansas,F,17.5,D,0.257,0.108,0.006,F,0.25,0.002,0.192,S,"6,844",0.024,832,0.69,0.068,2.67,125,"2,506",0.175,"1,463.60",D,0.238,0.004,F,0.047,122441000,F,0.009,"3,143",0.949,"6,543","$19,522 ",0.917,NA,"$110,100 ",0.005,0.836,0.046,4.68,0,"$21,820 ",0.52,12660000,0.906,"$48,115 "
Coffeyville ,Kansas,F,12,D,0.226,0.206,0.045,F,0.138,0.007,0.181,F,"10,295",0.068,883,0.637,0.071,2.32,14600,"4,309",0.19,"1,386.20",65299000,0.305,0.05,F,0.074,125198000,F,0.117,"5,021",0.723,"11,021","$12,169 ",0.694,NA,"$50,000 ",0.064,0.741,-0.066,7.43,0.002,"$17,982 ",0.525,21461000,0.827,"$32,121 "
Gardner ,Kansas,S,23,NA,0.332,0.052,0.052,F,0.313,0.019,0.053,S,"19,123",0.03,"1,120",0.771,0.115,2.82,25425,"6,160",0.138,"1,890.40",1500000,0.266,0.005,F,0.062,140071000,F,0.03,"7,300",0.897,"9,396","$8,490 ",0.86,NA,"$159,900 ",0.088,0.805,1.035,10.12,Z,"$24,546 ",0.501,14486000,0.941,"$63,656 "
Lansing ,Kansas,F,21.4,NA,0.229,0.048,0.057,F,0.3,0.02,0.083,F,"11,265",0.028,461,0.787,0.054,2.89,38650,"2,965",0.104,909.6,D,0.197,0.008,S,0.051,55470000,F,0.132,"3,371",0.802,"9,199","$5,189 ",0.766,NA,"$170,800 ",0.086,0.76,0.225,12.39,0.001,"$24,068 ",0.406,7467000,0.927,"$80,905 "
Bonner Springs ,Kansas,S,21.4,158081000,0.265,0.108,0.052,F,0.288,0.005,0.118,S,"7,314",0.033,781,0.752,0.07,2.82,7975,"2,500",0.122,465,37098000,S,0.009,F,0.108,140027000,S,0.054,"3,025",0.848,"6,768","$19,887 ",0.8,NA,"$147,100 ",0.093,0.816,0.081,15.73,0.001,"$23,917 ",0.521,D,0.897,"$56,630 "
Great Bend ,Kansas,F,14.1,D,0.262,0.137,0.097,F,0.199,0.002,0.166,F,"15,995",0.023,"1,584",0.678,0.081,2.31,28300,"6,702",0.117,"1,508.70",91241000,0.191,0.006,F,0.198,308406000,F,0.017,"7,113",0.84,"15,345","$19,812 ",0.766,NA,"$73,700 ",0.156,0.821,0.042,10.6,0.001,"$24,529 ",0.515,32282000,0.831,"$42,293 "
Newton ,Kansas,F,16.6,D,0.264,0.097,0.065,F,0.245,0.008,0.159,0.059,"19,132",0.029,"1,321",0.705,0.078,2.41,50475,"7,512",0.14,"1,518.10",30894000,0.305,0.009,0.03,0.163,218965000,F,0.022,"8,237",0.884,"17,190","$12,098 ",0.781,NA,"$94,700 ",0.106,0.836,0.113,12.6,Z,"$22,410 ",0.516,23862000,0.898,"$42,523 "
Lenexa ,Kansas,0.008,19.8,2087657000,0.247,0.067,0.086,F,0.523,0.038,0.103,0.021,"48,190",0.025,"5,049",0.657,0.071,2.48,39350,"18,672",0.289,"1,413.20",2182187000,0.287,0.004,0.023,0.073,1849085000,0.028,0.058,"20,832",0.844,"40,238","$40,532 ",0.806,NA,"$215,100 ",0.108,0.815,0.198,34.1,0.001,"$37,358 ",0.513,80732000,0.956,"$76,343 "
Iola ,Kansas,F,12.3,303721000,0.236,0.138,0.006,F,0.244,0.006,0.172,F,"5,704",0.032,525,0.713,0.075,2.34,34300,"2,349",0.121,"1,257.80",24365000,0.373,0.008,S,0.031,86459000,F,0.033,"2,636",0.914,"6,302","$14,833 ",0.899,NA,"$55,800 ",0.013,0.774,-0.095,4.54,0,"$18,241 ",0.521,9907000,0.893,"$36,811 "
Eudora ,Kansas,S,22.6,NA,0.31,0.051,0.012,S,0.31,0.007,0.088,S,"6,136",0.028,S,0.725,0.096,2.56,21675,"2,367",0.132,"2,123.90",3654000,S,0.016,S,0.045,18770000,S,0.008,"2,306",0.933,"4,307","$3,098 ",0.906,NA,"$151,200 ",0.019,0.807,0.425,2.89,Z,"$25,369 ",0.505,2808000,0.957,"$60,554 "
Roeland Park ,Kansas,F,16.8,NA,0.2,0.051,0.03,F,0.496,0.015,0.111,S,"6,731",0.03,654,0.778,0.07,2.13,60825,"3,235",0.147,"4,149.80",9065000,S,0.004,F,0.104,137060000,F,0.037,"3,282",0.876,"6,817","$19,701 ",0.82,NA,"$156,300 ",0.054,0.839,-0.013,1.62,Z,"$33,070 ",0.516,5934000,0.965,"$57,950 "
Andover ,Kansas,F,18.8,NA,0.337,0.029,0.018,F,0.447,0.018,0.09,S,"11,791",0.025,990,0.847,0.08,2.82,1800,"3,856",0.088,"1,180.60",D,0.169,0.006,F,0.048,117068000,F,0.01,"4,233",0.93,"6,698","$11,964 ",0.897,NA,"$162,900 ",0.048,0.825,0.76,9.99,0.001,"$33,212 ",0.516,17511000,0.961,"$77,500 "
Fort Riley ,Kansas,F,12.3,NA,0.321,0.28,0.056,F,0.097,0.024,0.001,F,"7,761",0.045,F,0,0.135,3.73,23975,"1,999",0.575,"1,541.10",NA,F,0.011,F,0.123,NA,F,0.159,"1,575",0.726,NA,NA,0.654,NA,NA,0.127,0.588,NA,5.04,0.006,"$10,665 ",0.359,NA,0.927,"$33,169 "
Mission ,Kansas,F,19.4,112060000,0.161,0.112,0.086,F,0.454,0.039,0.134,F,"9,323",0.03,"1,085",0.452,0.056,1.81,47225,"5,240",0.48,"3,495.70",139746000,0.291,0.004,F,0.082,207056000,F,0.055,"5,477",0.846,"9,727","$21,234 ",0.798,NA,"$165,500 ",0.125,0.753,-0.042,2.67,Z,"$34,983 ",0.525,32228000,0.944,"$48,407 "
Leawood ,Kansas,F,20.7,NA,0.281,0.021,0.055,F,0.739,0.038,0.153,S,"31,867",0.014,"4,096",0.936,0.055,2.71,39075,"11,526",0.063,"2,115.40",203260000,0.231,0.001,0.021,0.022,334094000,0.015,0.019,"12,384",0.923,"27,656","$10,780 ",0.906,NA,"$384,600 ",0.067,0.902,0.152,15.06,Z,"$62,822 ",0.515,D,0.988,"$130,548 "
Overland Park ,Kansas,0.006,19.5,238112000,0.247,0.049,0.087,F,0.564,0.063,0.123,S,"173,372",0.025,"19,677",0.661,0.064,2.37,53775,"71,465",0.291,"2,316.50",9823678000,0.28,0.003,0.054,0.063,2809874000,0.025,0.043,"76,280",0.844,"149,080","$16,495 ",0.808,NA,"$222,700 ",0.119,0.825,0.163,74.84,Z,"$39,319 ",0.517,525866000,0.965,"$71,513 "
Leavenworth ,Kansas,F,17.3,D,0.26,0.129,0.039,F,0.3,0.018,0.1,S,"35,251",0.046,"1,661",0.525,0.081,2.54,39000,"12,230",0.21,"1,466.20",5443000,0.337,0.009,S,0.081,353246000,S,0.151,"13,670",0.754,"35,420","$10,150 ",0.706,NA,"$124,200 ",0.085,0.67,-0.005,24.04,0.002,"$23,102 ",0.461,35004000,0.895,"$49,823 "
Wellington ,Kansas,F,16.3,D,0.272,0.14,0.009,F,0.17,0.003,0.161,F,"8,172",0.035,885,0.703,0.078,2.48,76475,"3,258",0.113,"1,073.30",111505000,0.208,0.015,F,0.083,96953000,F,0.017,"3,736",0.91,"8,647","$12,492 ",0.859,NA,"$71,500 ",0.054,0.84,-0.055,7.61,Z,"$20,697 ",0.513,11564000,0.893,"$41,690 "
Derby ,Kansas,F,19.7,NA,0.281,0.047,0.018,F,0.328,0.016,0.114,S,"22,158",0.03,"1,700",0.774,0.071,2.66,17800,"7,785",0.132,"2,319.00",11447000,0.386,0.01,F,0.052,289069000,F,0.019,"8,774",0.916,"17,807","$13,160 ",0.88,NA,"$143,000 ",0.03,0.866,0.244,9.56,0.001,"$27,555 ",0.512,28009000,0.96,"$65,727 "
Topeka ,Kansas,0.007,17.3,1658110000,0.244,0.188,0.054,F,0.273,0.013,0.143,0.033,"127,473",0.049,"8,897",0.596,0.075,2.25,71000,"54,475",0.274,"2,118.60",571388000,0.32,0.014,0.022,0.134,2136564000,0.036,0.113,"59,582",0.762,"122,377","$17,383 ",0.697,NA,"$94,200 ",0.104,0.786,0.042,60.17,0.001,"$23,524 ",0.522,D,0.88,"$40,342 "
Valley Center ,Kansas,F,17.8,NA,0.314,0.075,0.008,F,0.286,0.004,0.114,F,"6,822",0.025,716,0.794,0.072,2.81,73250,"2,403",0.115,981.2,D,0.314,0.008,F,0.046,24730000,F,0.008,"2,601",0.942,"4,883","$3,919 ",0.914,NA,"$125,400 ",0.01,0.863,0.397,6.95,Z,"$22,834 ",0.505,2298000,0.959,"$53,826 "
Paola ,Kansas,F,26.2,NA,0.284,0.068,0.008,F,0.261,0.003,0.149,F,"5,602",0.025,588,0.68,0.077,2.46,54250,"2,128",0.248,"1,143.30",D,S,0.007,F,0.03,138058000,F,0.024,"2,344",0.935,"5,011","$26,005 ",0.916,NA,"$133,300 ",0.006,0.872,0.118,4.9,0,"$24,416 ",0.534,12956000,0.924,"$54,000 "
Hutchinson ,Kansas,F,14.7,315232000,0.231,0.157,0.023,F,0.183,0.006,0.166,S,"42,080",0.032,"3,187",0.657,0.068,2.22,33625,"17,102",0.177,"1,854.50",464053000,0.345,0.007,F,0.106,720394000,S,0.043,"18,580",0.879,"40,787","$17,766 ",0.819,NA,"$86,400 ",0.063,0.796,0.032,22.69,Z,"$21,050 ",0.497,75315000,0.871,"$38,880 "
Bel Aire ,Kansas,S,16.3,NA,0.283,0.026,0.081,S,0.512,0.045,0.116,S,"6,769",0.035,S,0.915,0.08,2.86,5337,"2,271",0.049,991.2,D,S,0.009,S,0.048,14778000,S,0.086,"2,554",0.811,"5,836","$2,217 ",0.784,NA,"$148,500 ",0.142,0.919,0.16,6.83,Z,"$28,453 ",0.518,D,0.948,"$73,180 "
Colby ,Kansas,F,10.5,NA,0.222,0.094,0.031,F,0.233,0.006,0.157,F,"5,387",0.012,F,0.618,0.065,2.22,14650,"2,097",0.243,"1,595.20",NA,F,0.004,F,0.04,NA,F,0.007,"2,423",0.957,"5,450",NA,0.931,NA,"$85,400 ",0.058,0.759,-0.012,3.38,0.001,"$22,335 ",0.52,NA,0.848,"$42,331 "
Salina ,Kansas,F,14.3,1026933000,0.251,0.136,0.054,F,0.233,0.023,0.143,0.007,"47,707",0.033,"3,597",0.653,0.076,2.41,62700,"19,055",0.199,"1,899.80",505460000,0.304,0.005,S,0.107,1047098000,0.019,0.037,"20,803",0.862,"45,679","$22,751 ",0.802,NA,"$109,700 ",0.097,0.801,0.044,25.11,0.001,"$23,253 ",0.506,94026000,0.876,"$42,027 "
Spring Hill ,Kansas,F,26.9,NA,0.322,0.028,0.013,F,0.262,0.007,0.086,F,"5,437",0.025,F,0.841,0.095,2.78,67625,"1,778",0.154,638.5,NA,F,0.006,F,0.04,NA,F,0.016,"2,069",0.937,"2,727",NA,0.915,NA,"$156,700 ",0.029,0.874,0.994,8.52,Z,"$27,545 ",0.501,NA,0.969,"$65,850 "
Atchison ,Kansas,S,15.9,D,0.237,0.151,0.007,F,0.256,0.005,0.146,F,"11,021",0.031,861,0.568,0.073,2.44,2900,"3,970",0.212,"1,408.40",95078000,S,0.006,F,0.027,123544000,S,0.072,"4,442",0.879,"10,232","$11,852 ",0.862,NA,"$84,600 ",0.025,0.813,0.077,7.83,0.001,"$20,085 ",0.528,14931000,0.859,"$40,117 "
Fort Scott ,Kansas,F,14.5,115338000,0.255,0.206,0.001,F,0.225,0.006,0.181,F,"8,087",0.029,830,0.641,0.082,2.57,24000,"3,068",0.158,"1,457.60",D,0.275,0.008,F,0.025,114150000,F,0.047,"3,819",0.903,"8,297","$14,440 ",0.89,NA,"$67,400 ",0.008,0.789,-0.025,5.55,0.001,"$17,004 ",0.523,D,0.843,"$33,765 "
Emporia ,Kansas,F,15,D,0.235,0.269,0.134,F,0.234,0.031,0.114,0.074,"24,916",0.031,"1,664",0.522,0.074,2.35,21275,"10,198",0.308,"2,105.80",191992000,0.207,0.008,S,0.254,443360000,F,0.032,"11,352",0.792,"26,760","$16,760 ",0.664,NA,"$85,700 ",0.226,0.684,-0.069,11.83,0.001,"$16,733 ",0.518,48595000,0.812,"$32,179 "
Garden City ,Kansas,F,13.8,NA,0.312,0.125,0.207,F,0.164,0.044,0.09,S,"26,658",0.029,"1,710",0.684,0.096,2.94,25325,"8,707",0.219,"3,022.40",132396000,0.26,0.009,S,0.486,461236000,F,0.028,"9,656",0.747,"28,451","$16,119 ",0.43,NA,"$99,600 ",0.421,0.825,-0.063,8.82,Z,"$20,066 ",0.502,48379000,0.682,"$47,975 "
Manhattan ,Kansas,0.012,15.2,184042000,0.153,0.288,0.076,F,0.494,0.051,0.075,S,"52,281",0.035,"3,051",0.41,0.056,2.32,44250,"18,702",0.432,"2,786.50",125967000,0.247,0.005,0.024,0.058,837093000,S,0.055,"21,619",0.835,"44,831","$16,204 ",0.802,NA,"$163,800 ",0.087,0.692,0.166,18.76,0.002,"$19,733 ",0.491,125814000,0.95,"$36,630 "
Independence ,Kansas,F,15.4,D,0.26,0.16,0.012,F,0.242,0.009,0.159,S,"9,483",0.045,986,0.642,0.084,2.37,33875,"3,976",0.182,"1,225.20",D,0.343,0.016,S,0.065,205005000,F,0.065,"4,528",0.842,"9,846","$22,196 ",0.813,NA,"$70,500 ",0.022,0.808,-0.037,7.74,Z,"$22,020 ",0.516,17766000,0.874,"$38,432 "
Chanute ,Kansas,F,9.9,246337000,0.253,0.221,0.031,F,0.134,0.008,0.168,F,"9,119",0.022,996,0.676,0.079,2.09,12500,"3,593",0.123,"1,297.20",75865000,0.154,0.012,F,0.054,169039000,F,0.019,"4,178",0.924,"9,411","$19,192 ",0.891,NA,"$62,900 ",0.031,0.751,-0.031,7.03,0.001,"$15,909 ",0.52,11191000,0.837,"$32,850 "
Mulvane ,Kansas,F,25.4,NA,0.304,0.07,0.012,F,0.209,0.008,0.131,F,"6,111",0.024,323,0.843,0.082,2.73,49100,"2,307",0.074,"1,357.40",D,0.61,0.011,F,0.035,24189000,F,0.006,"2,357",0.944,"5,155","$4,154 ",0.917,NA,"$116,300 ",0.019,0.855,0.185,4.5,0.001,"$25,743 ",0.52,2676000,0.956,"$65,524 "
Park City ,Kansas,F,20.3,D,0.292,0.113,0.029,F,0.176,0.016,0.081,F,"7,297",0.038,387,0.855,0.094,2.72,54450,"2,593",0.025,769.2,112392000,S,0.014,F,0.088,166472000,F,0.043,"2,875",0.861,"5,814","$21,916 ",0.813,NA,"$97,000 ",0.082,0.914,0.255,9.49,Z,"$22,036 ",0.501,19109000,0.91,"$54,088 "
Augusta ,Kansas,F,20.7,NA,0.279,0.111,0.013,F,0.196,0.006,0.156,S,"9,274",0.023,745,0.715,0.079,2.6,3300,"3,422",0.186,"2,190.40",D,0.366,0.013,F,0.04,87173000,F,0.004,"3,951",0.942,"8,423","$10,067 ",0.92,NA,"$101,300 ",0.035,0.799,0.101,4.23,0.001,"$21,010 ",0.528,9439000,0.905,"$41,130 "
Merriam ,Kansas,F,18.4,NA,0.201,0.148,0.114,F,0.319,0.026,0.139,F,"11,003",0.036,"1,461",0.636,0.064,2.15,46000,"5,125",0.297,"2,549.40",D,0.209,0.005,F,0.107,679275000,F,0.061,"5,224",0.834,"11,008","$62,884 ",0.781,NA,"$155,100 ",0.181,0.85,Z,4.32,0.001,"$26,919 ",0.522,23864000,0.897,"$49,957 "
Prairie Village ,Kansas,F,19.1,59479000,0.21,0.034,0.033,F,0.633,0.014,0.179,0.02,"21,447",0.016,"3,201",0.806,0.062,2.14,57575,"10,156",0.113,"3,457.50",D,0.272,0.002,S,0.034,141341000,S,0.01,"10,227",0.953,"22,072","$6,592 ",0.927,NA,"$206,900 ",0.051,0.87,-0.028,6.2,Z,"$49,101 ",0.535,24425000,0.984,"$79,500 "
Junction City ,Kansas,F,15.9,D,0.29,0.124,0.082,F,0.174,0.039,0.084,S,"23,353",0.073,"1,120",0.531,0.102,2.55,35750,"8,050",0.274,"1,921.70",D,S,0.009,S,0.13,288980000,0.203,0.223,"10,480",0.607,"18,886","$14,407 ",0.545,NA,"$109,400 ",0.13,0.738,0.237,12.15,0.009,"$20,245 ",0.511,41430000,0.907,"$44,058 "
Ulysses ,Kansas,F,11.3,NA,0.316,0.106,0.197,F,0.161,0.004,0.107,0.357,"6,161",0.026,470,0.746,0.093,2.73,71975,"2,103",0.053,"1,936.80",215200000,0.33,0.014,F,0.49,57773000,F,0.007,"2,295",0.787,"5,960","$10,361 ",0.489,NA,"$82,300 ",0.42,0.888,0.034,3.18,0,"$24,967 ",0.494,D,0.772,"$53,044 "
Kansas City ,Kansas,0.024,21.1,7369701000,0.284,0.223,0.15,F,0.146,0.027,0.105,0.065,"145,786",0.038,"7,554",0.626,0.088,2.69,36000,"53,099",0.199,"1,168.10",3855937000,0.271,0.008,0.028,0.278,1556258000,0.16,0.268,"61,969",0.522,"146,866","$10,983 ",0.402,NA,"$94,500 ",0.249,0.803,-0.007,124.81,0.001,"$18,435 ",0.506,220683000,0.779,"$37,295 "
Concordia ,Kansas,F,11.4,NA,0.223,0.191,0.012,F,0.16,0.002,0.201,F,"5,395",0.019,479,0.711,0.066,2.2,15200,"2,264",0.119,"1,249.70",82125000,0.403,0.004,F,0.043,99864000,F,0.008,"2,545",0.953,"5,714","$19,459 ",0.93,NA,"$64,900 ",0.027,0.809,-0.056,4.32,Z,"$19,259 ",0.523,13188000,0.874,"$33,952 "
Pratt ,Kansas,F,12.6,NA,0.224,0.111,0.033,F,0.219,0.004,0.195,S,"6,835",0.02,981,0.633,0.068,2.19,57625,"2,812",0.112,927.8,D,0.214,0.006,F,0.062,D,F,0.015,"3,201",0.933,"6,570",D,0.901,NA,"$71,700 ",0.056,0.78,0.04,7.37,0,"$20,268 ",0.512,13098000,0.882,"$39,142 "
Olathe ,Kansas,0.006,20.5,3245902000,0.3,0.059,0.095,F,0.45,0.041,0.072,0.018,"125,872",0.03,"10,061",0.741,0.089,2.79,52575,"42,791",0.196,"2,109.80",1426862000,0.316,0.004,S,0.102,2090052000,0.021,0.053,"46,851",0.831,"92,962","$17,735 ",0.777,NA,"$193,300 ",0.135,0.846,0.354,59.66,0.001,"$30,966 ",0.505,203247000,0.94,"$75,228 "
Arkansas City ,Kansas,F,17,D,0.264,0.208,0.055,F,0.139,0.006,0.148,F,"12,415",0.046,697,0.642,0.081,2.62,2300,"4,571",0.148,"1,326.40",35531000,0.303,0.027,F,0.173,151311000,F,0.039,"5,646",0.794,"11,963","$13,618 ",0.724,NA,"$58,000 ",0.114,0.694,0.038,9.36,0.001,"$17,531 ",0.517,15938000,0.8,"$34,844 "
Hays ,Kansas,F,12,D,0.197,0.156,0.018,F,0.388,0.018,0.127,F,"20,510",0.018,"2,687",0.554,0.065,2.17,31100,"8,540",0.328,"2,579.50",106457000,0.166,0.003,S,0.047,473311000,F,0.011,"9,311",0.928,"20,013","$23,753 ",0.907,NA,"$137,400 ",0.068,0.7,0.025,7.95,Z,"$24,536 ",0.507,69984000,0.921,"$44,227 "
McPherson ,Kansas,F,10.9,D,0.244,0.096,0.017,F,0.284,0.008,0.165,F,"13,155",0.022,"1,254",0.713,0.069,2.32,43950,"5,437",0.161,"1,833.20",60509000,0.267,0.004,F,0.048,257579000,F,0.015,"5,952",0.932,"13,770","$19,202 ",0.906,NA,"$115,100 ",0.04,0.833,-0.045,7.18,0.001,"$26,801 ",0.506,25404000,0.922,"$53,041 "
Liberal ,Kansas,0.021,13.7,D,0.321,0.178,0.311,F,0.125,0.029,0.083,S,"20,525",0.032,"1,580",0.628,0.102,2.93,39825,"6,727",0.172,"1,768.00",168948000,0.199,0.008,S,0.587,D,F,0.037,"7,118",0.686,"19,666",D,0.333,NA,"$82,400 ",0.531,0.8,0.044,11.61,0.002,"$17,668 ",0.486,D,0.671,"$40,247 "
Ottawa ,Kansas,F,19.6,367936000,0.27,0.081,0.022,F,0.197,0.004,0.132,F,"12,649",0.039,"1,075",0.621,0.083,2.35,53550,"5,152",0.165,"1,356.50",D,S,0.009,S,0.05,196873000,F,0.022,"5,518",0.91,"11,921","$15,328 ",0.887,NA,"$109,500 ",0.055,0.772,0.061,9.33,Z,"$20,604 ",0.515,25820000,0.891,"$43,166 "
Haysville ,Kansas,F,19.3,NA,0.304,0.146,0.023,F,0.133,0.009,0.121,S,"10,826",0.035,720,0.749,0.078,2.67,31125,"3,836",0.122,"2,349.90",9850000,S,0.012,F,0.046,30247000,F,0.006,"4,087",0.927,"8,502","$2,977 ",0.9,NA,"$97,100 ",0.04,0.789,0.273,4.61,Z,"$21,705 ",0.52,3475000,0.893,"$54,729 "
Lawrence ,Kansas,0.015,18.4,820055000,0.175,0.234,0.074,F,0.526,0.045,0.08,S,"87,643",0.041,"7,883",0.467,0.055,2.24,38900,"34,319",0.381,"2,611.20",354864000,0.313,0.031,0.02,0.057,1130468000,0.029,0.047,"37,502",0.82,"80,098","$12,582 ",0.789,NA,"$172,900 ",0.106,0.667,0.094,33.56,0.001,"$23,666 ",0.498,203029000,0.949,"$41,290 "
Dodge City ,Kansas,F,13,D,0.318,0.19,0.281,F,0.17,0.016,0.089,0.086,"27,340",0.029,"1,589",0.65,0.103,2.98,18250,"8,768",0.231,"1,893.60",333296000,0.297,0.011,S,0.575,380108000,F,0.025,"9,378",0.725,"25,176","$15,108 ",0.372,NA,"$84,000 ",0.494,0.818,0.086,14.44,0.002,"$18,350 ",0.486,39554000,0.66,"$43,994 "
